w	r	param_key	default	required	module_file
crlibreall	FE	receptor_otras_senas		false	./api/contrib/crlibreall/module.php
crlibreall	FE	receptor_otras_senas_extranjero		false	./api/contrib/crlibreall/module.php
crlibreall	FE	receptor_provincia		false	./api/contrib/crlibreall/module.php
crlibreall	FE	receptor_tel		false	./api/contrib/crlibreall/module.php
crlibreall	FE	receptor_tipo_identif		true	./api/contrib/crlibreall/module.php
crlibreall	FE	registrofiscal8707		false	./api/contrib/crlibreall/module.php
crlibreall	FE	situacion		true	./api/contrib/crlibreall/module.php
crlibreall	FE	sucursal		false	./api/contrib/crlibreall/module.php
crlibreall	FE	terminal		false	./api/contrib/crlibreall/module.php
crlibreall	FE	tipoCedula		true	./api/contrib/crlibreall/module.php
crlibreall	FE	tipoDocumento		true	./api/contrib/crlibreall/module.php
crlibreall	FE	tipo_cambio		true	./api/contrib/crlibreall/module.php
crlibreall	FE	totalDesgloseImpuesto		false	./api/contrib/crlibreall/module.php
crlibreall	FE	totalIVADevuelto	0	false	./api/contrib/crlibreall/module.php
crlibreall	FE	totalOtrosCargos		false	./api/contrib/crlibreall/module.php
crlibreall	FE	total_comprobante		true	./api/contrib/crlibreall/module.php
crlibreall	FE	total_descuentos		false	./api/contrib/crlibreall/module.php
crlibreall	FE	total_exento		false	./api/contrib/crlibreall/module.php
crlibreall	FE	total_exonerado		false	./api/contrib/crlibreall/module.php
crlibreall	FE	total_gravados		false	./api/contrib/crlibreall/module.php
crlibreall	FE	total_impuestos		false	./api/contrib/crlibreall/module.php
crlibreall	FE	total_impuestos_asumidos_fabrica		false	./api/contrib/crlibreall/module.php
crlibreall	FE	total_merc_exenta		false	./api/contrib/crlibreall/module.php
crlibreall	FE	total_merc_exonerada		false	./api/contrib/crlibreall/module.php
crlibreall	FE	total_merc_gravada		false	./api/contrib/crlibreall/module.php
crlibreall	FE	total_merc_no_sujeta		false	./api/contrib/crlibreall/module.php
crlibreall	FE	total_no_sujeto		false	./api/contrib/crlibreall/module.php
crlibreall	FE	total_serv_exentos		false	./api/contrib/crlibreall/module.php
crlibreall	FE	total_serv_exonerados		false	./api/contrib/crlibreall/module.php
crlibreall	FE	total_serv_gravados		false	./api/contrib/crlibreall/module.php
crlibreall	FE	total_serv_no_sujeto		false	./api/contrib/crlibreall/module.php
crlibreall	FE	total_ventas		true	./api/contrib/crlibreall/module.php
crlibreall	FE	total_ventas_neta		true	./api/contrib/crlibreall/module.php
crlibreall	NC	cedula		true	./api/contrib/crlibreall/module.php
crlibreall	NC	clave		true	./api/contrib/crlibreall/module.php
crlibreall	NC	clave		true	./api/contrib/crlibreall/module.php
crlibreall	NC	client_id		true	./api/contrib/crlibreall/module.php
crlibreall	NC	client_id		true	./api/contrib/crlibreall/module.php
crlibreall	NC	client_secret		false	./api/contrib/crlibreall/module.php
crlibreall	NC	cod_moneda		true	./api/contrib/crlibreall/module.php
crlibreall	NC	codigoPais		true	./api/contrib/crlibreall/module.php
crlibreall	NC	codigoSeguridad		true	./api/contrib/crlibreall/module.php
crlibreall	NC	comprobanteXml		true	./api/contrib/crlibreall/module.php
crlibreall	NC	condicion_venta		true	./api/contrib/crlibreall/module.php
crlibreall	NC	consecutivo		true	./api/contrib/crlibreall/module.php
crlibreall	NC	consecutivo		true	./api/contrib/crlibreall/module.php
crlibreall	NC	detalles		true	./api/contrib/crlibreall/module.php
crlibreall	NC	emi_numeroIdentificacion		false	./api/contrib/crlibreall/module.php
crlibreall	NC	emi_tipoIdentificacion		true	./api/contrib/crlibreall/module.php
crlibreall	NC	emisor_barrio		false	./api/contrib/crlibreall/module.php
crlibreall	NC	emisor_canton		false	./api/contrib/crlibreall/module.php
crlibreall	NC	emisor_cod_pais_fax		false	./api/contrib/crlibreall/module.php
crlibreall	NC	emisor_cod_pais_tel		false	./api/contrib/crlibreall/module.php
crlibreall	NC	emisor_distrito		false	./api/contrib/crlibreall/module.php
crlibreall	NC	emisor_email		true	./api/contrib/crlibreall/module.php
crlibreall	NC	emisor_fax		false	./api/contrib/crlibreall/module.php
crlibreall	NC	emisor_nombre		true	./api/contrib/crlibreall/module.php
crlibreall	NC	emisor_num_identif		true	./api/contrib/crlibreall/module.php
crlibreall	NC	emisor_otras_senas		false	./api/contrib/crlibreall/module.php
crlibreall	NC	emisor_provincia		false	./api/contrib/crlibreall/module.php
crlibreall	NC	emisor_tel		false	./api/contrib/crlibreall/module.php
crlibreall	NC	emisor_tipo_indetif		true	./api/contrib/crlibreall/module.php
crlibreall	NC	fecha		true	./api/contrib/crlibreall/module.php
crlibreall	NC	fecha_emision		true	./api/contrib/crlibreall/module.php
crlibreall	NC	grant_type		true	./api/contrib/crlibreall/module.php
crlibreall	NC	inXml		false	./api/contrib/crlibreall/module.php
crlibreall	NC	infoRefeCodigo		true	./api/contrib/crlibreall/module.php
crlibreall	NC	infoRefeFechaEmision		true	./api/contrib/crlibreall/module.php
crlibreall	NC	infoRefeNumero		true	./api/contrib/crlibreall/module.php
crlibreall	NC	infoRefeRazon		true	./api/contrib/crlibreall/module.php
crlibreall	NC	infoRefeTipoDoc		true	./api/contrib/crlibreall/module.php
crlibreall	NC	medio_pago		true	./api/contrib/crlibreall/module.php
crlibreall	NC	nombre_comercial		true	./api/contrib/crlibreall/module.php
crlibreall	NC	otros		true	./api/contrib/crlibreall/module.php
crlibreall	NC	p12Url		true	./api/contrib/crlibreall/module.php
crlibreall	NC	password		true	./api/contrib/crlibreall/module.php
crlibreall	NC	pinP12		true	./api/contrib/crlibreall/module.php
crlibreall	NC	plazo_credito	0	false	./api/contrib/crlibreall/module.php
crlibreall	NC	receptor_barrio		false	./api/contrib/crlibreall/module.php
crlibreall	NC	receptor_canton		false	./api/contrib/crlibreall/module.php
crlibreall	NC	receptor_cod_pais_fax		false	./api/contrib/crlibreall/module.php
crlibreall	NC	receptor_cod_pais_tel		false	./api/contrib/crlibreall/module.php
crlibreall	NC	receptor_distrito		false	./api/contrib/crlibreall/module.php
crlibreall	NC	receptor_email		true	./api/contrib/crlibreall/module.php
crlibreall	NC	receptor_fax		false	./api/contrib/crlibreall/module.php
crlibreall	NC	receptor_nombre		true	./api/contrib/crlibreall/module.php
crlibreall	NC	receptor_num_identif		true	./api/contrib/crlibreall/module.php
crlibreall	NC	receptor_provincia		false	./api/contrib/crlibreall/module.php
crlibreall	NC	receptor_tel		false	./api/contrib/crlibreall/module.php
crlibreall	NC	receptor_tipo_identif		true	./api/contrib/crlibreall/module.php
crlibreall	NC	recp_numeroIdentificacion		true	./api/contrib/crlibreall/module.php
crlibreall	NC	recp_tipoIdentificacion		true	./api/contrib/crlibreall/module.php
crlibreall	NC	situacion		true	./api/contrib/crlibreall/module.php
crlibreall	NC	sucursal		false	./api/contrib/crlibreall/module.php
crlibreall	NC	terminal		false	./api/contrib/crlibreall/module.php
crlibreall	NC	tipoCedula		true	./api/contrib/crlibreall/module.php
crlibreall	NC	tipoDocumento		true	./api/contrib/crlibreall/module.php
crlibreall	NC	tipo_cambio		true	./api/contrib/crlibreall/module.php
crlibreall	NC	tipodoc		true	./api/contrib/crlibreall/module.php
crlibreall	NC	token		true	./api/contrib/crlibreall/module.php
crlibreall	NC	total_comprobante		true	./api/contrib/crlibreall/module.php
crlibreall	NC	total_descuentos		true	./api/contrib/crlibreall/module.php
crlibreall	NC	total_exentos		true	./api/contrib/crlibreall/module.php
crlibreall	NC	total_gravados		true	./api/contrib/crlibreall/module.php
crlibreall	NC	total_impuestos		true	./api/contrib/crlibreall/module.php
crlibreall	NC	total_merc_exenta		true	./api/contrib/crlibreall/module.php
crlibreall	NC	total_merc_gravada		true	./api/contrib/crlibreall/module.php
crlibreall	NC	total_serv_exentos		true	./api/contrib/crlibreall/module.php
crlibreall	NC	total_serv_gravados		true	./api/contrib/crlibreall/module.php
crlibreall	NC	total_ventas		true	./api/contrib/crlibreall/module.php
crlibreall	NC	total_ventas_neta		true	./api/contrib/crlibreall/module.php
crlibreall	NC	username		true	./api/contrib/crlibreall/module.php
crlibreall	ND	cedula		true	./api/contrib/crlibreall/module.php
crlibreall	ND	clave		true	./api/contrib/crlibreall/module.php
crlibreall	ND	clave		true	./api/contrib/crlibreall/module.php
crlibreall	ND	client_id		true	./api/contrib/crlibreall/module.php
crlibreall	ND	client_id		true	./api/contrib/crlibreall/module.php
crlibreall	ND	client_secret		false	./api/contrib/crlibreall/module.php
crlibreall	ND	cod_moneda		true	./api/contrib/crlibreall/module.php
crlibreall	ND	codigoPais		true	./api/contrib/crlibreall/module.php
crlibreall	ND	codigoSeguridad		true	./api/contrib/crlibreall/module.php
crlibreall	ND	comprobanteXml		true	./api/contrib/crlibreall/module.php
crlibreall	ND	condicion_venta		true	./api/contrib/crlibreall/module.php
crlibreall	ND	consecutivo		true	./api/contrib/crlibreall/module.php
crlibreall	ND	consecutivo		true	./api/contrib/crlibreall/module.php
crlibreall	ND	detalles		true	./api/contrib/crlibreall/module.php
crlibreall	ND	emi_numeroIdentificacion		false	./api/contrib/crlibreall/module.php
crlibreall	ND	emi_tipoIdentificacion		true	./api/contrib/crlibreall/module.php
crlibreall	ND	emisor_barrio		false	./api/contrib/crlibreall/module.php
crlibreall	ND	emisor_canton		false	./api/contrib/crlibreall/module.php
crlibreall	ND	emisor_cod_pais_fax		false	./api/contrib/crlibreall/module.php
crlibreall	ND	emisor_cod_pais_tel		false	./api/contrib/crlibreall/module.php
crlibreall	ND	emisor_distrito		false	./api/contrib/crlibreall/module.php
crlibreall	ND	emisor_email		true	./api/contrib/crlibreall/module.php
crlibreall	ND	emisor_fax		false	./api/contrib/crlibreall/module.php
crlibreall	ND	emisor_nombre		true	./api/contrib/crlibreall/module.php
crlibreall	ND	emisor_num_identif		true	./api/contrib/crlibreall/module.php
crlibreall	ND	emisor_otras_senas		false	./api/contrib/crlibreall/module.php
crlibreall	ND	emisor_provincia		false	./api/contrib/crlibreall/module.php
crlibreall	ND	emisor_tel		false	./api/contrib/crlibreall/module.php
crlibreall	ND	emisor_tipo_indetif		true	./api/contrib/crlibreall/module.php
crlibreall	ND	fecha		true	./api/contrib/crlibreall/module.php
crlibreall	ND	fecha_emision		true	./api/contrib/crlibreall/module.php
crlibreall	ND	grant_type		true	./api/contrib/crlibreall/module.php
crlibreall	ND	inXml		false	./api/contrib/crlibreall/module.php
crlibreall	ND	infoRefeCodigo		true	./api/contrib/crlibreall/module.php
crlibreall	ND	infoRefeFechaEmision		true	./api/contrib/crlibreall/module.php
crlibreall	ND	infoRefeNumero		true	./api/contrib/crlibreall/module.php
crlibreall	ND	infoRefeRazon		true	./api/contrib/crlibreall/module.php
crlibreall	ND	infoRefeTipoDoc		true	./api/contrib/crlibreall/module.php
crlibreall	ND	medio_pago		true	./api/contrib/crlibreall/module.php
crlibreall	ND	nombre_comercial		true	./api/contrib/crlibreall/module.php
crlibreall	ND	otros		true	./api/contrib/crlibreall/module.php
crlibreall	ND	p12Url		true	./api/contrib/crlibreall/module.php
crlibreall	ND	password		true	./api/contrib/crlibreall/module.php
crlibreall	ND	pinP12		true	./api/contrib/crlibreall/module.php
crlibreall	ND	plazo_credito	0	false	./api/contrib/crlibreall/module.php
crlibreall	ND	receptor_barrio		false	./api/contrib/crlibreall/module.php
crlibreall	ND	receptor_canton		false	./api/contrib/crlibreall/module.php
crlibreall	ND	receptor_cod_pais_fax		false	./api/contrib/crlibreall/module.php
crlibreall	ND	receptor_cod_pais_tel		false	./api/contrib/crlibreall/module.php
crlibreall	ND	receptor_distrito		false	./api/contrib/crlibreall/module.php
crlibreall	ND	receptor_email		true	./api/contrib/crlibreall/module.php
crlibreall	ND	receptor_fax		false	./api/contrib/crlibreall/module.php
crlibreall	ND	receptor_nombre		true	./api/contrib/crlibreall/module.php
crlibreall	ND	receptor_num_identif		true	./api/contrib/crlibreall/module.php
crlibreall	ND	receptor_provincia		false	./api/contrib/crlibreall/module.php
crlibreall	ND	receptor_tel		false	./api/contrib/crlibreall/module.php
crlibreall	ND	receptor_tipo_identif		true	./api/contrib/crlibreall/module.php
crlibreall	ND	recp_numeroIdentificacion		true	./api/contrib/crlibreall/module.php
crlibreall	ND	recp_tipoIdentificacion		true	./api/contrib/crlibreall/module.php
crlibreall	ND	situacion		true	./api/contrib/crlibreall/module.php
crlibreall	ND	sucursal		false	./api/contrib/crlibreall/module.php
crlibreall	ND	terminal		false	./api/contrib/crlibreall/module.php
crlibreall	ND	tipoCedula		true	./api/contrib/crlibreall/module.php
crlibreall	ND	tipoDocumento		true	./api/contrib/crlibreall/module.php
crlibreall	ND	tipo_cambio		true	./api/contrib/crlibreall/module.php
crlibreall	ND	tipodoc		true	./api/contrib/crlibreall/module.php
crlibreall	ND	token		true	./api/contrib/crlibreall/module.php
crlibreall	ND	total_comprobante		true	./api/contrib/crlibreall/module.php
crlibreall	ND	total_descuentos		true	./api/contrib/crlibreall/module.php
crlibreall	ND	total_exentos		true	./api/contrib/crlibreall/module.php
crlibreall	ND	total_gravados		true	./api/contrib/crlibreall/module.php
crlibreall	ND	total_impuestos		true	./api/contrib/crlibreall/module.php
crlibreall	ND	total_merc_exenta		true	./api/contrib/crlibreall/module.php
crlibreall	ND	total_merc_gravada		true	./api/contrib/crlibreall/module.php
crlibreall	ND	total_serv_exentos		true	./api/contrib/crlibreall/module.php
crlibreall	ND	total_serv_gravados		true	./api/contrib/crlibreall/module.php
crlibreall	ND	total_ventas		true	./api/contrib/crlibreall/module.php
crlibreall	ND	total_ventas_neta		true	./api/contrib/crlibreall/module.php
crlibreall	ND	username		true	./api/contrib/crlibreall/module.php
crlibreall	gen_xml_nc	clave		true	./api/contrib/crlibreall/module.php
crlibreall	gen_xml_nc	clave		true	./api/contrib/crlibreall/module.php
crlibreall	gen_xml_nc	client_id		true	./api/contrib/crlibreall/module.php
crlibreall	gen_xml_nc	client_id		true	./api/contrib/crlibreall/module.php
crlibreall	gen_xml_nc	client_secret		false	./api/contrib/crlibreall/module.php
crlibreall	gen_xml_nc	cod_moneda		true	./api/contrib/crlibreall/module.php
crlibreall	gen_xml_nc	comprobanteXml		true	./api/contrib/crlibreall/module.php
crlibreall	gen_xml_nc	condicion_venta		true	./api/contrib/crlibreall/module.php
crlibreall	gen_xml_nc	consecutivo		true	./api/contrib/crlibreall/module.php
crlibreall	gen_xml_nc	detalles		true	./api/contrib/crlibreall/module.php
crlibreall	gen_xml_nc	emi_numeroIdentificacion		false	./api/contrib/crlibreall/module.php
crlibreall	gen_xml_nc	emi_tipoIdentificacion		true	./api/contrib/crlibreall/module.php
crlibreall	gen_xml_nc	emisor_barrio		false	./api/contrib/crlibreall/module.php
crlibreall	gen_xml_nc	emisor_canton		false	./api/contrib/crlibreall/module.php
crlibreall	gen_xml_nc	emisor_cod_pais_fax		false	./api/contrib/crlibreall/module.php
crlibreall	gen_xml_nc	emisor_cod_pais_tel		false	./api/contrib/crlibreall/module.php
crlibreall	gen_xml_nc	emisor_distrito		false	./api/contrib/crlibreall/module.php
crlibreall	gen_xml_nc	emisor_email		true	./api/contrib/crlibreall/module.php
crlibreall	gen_xml_nc	emisor_fax		false	./api/contrib/crlibreall/module.php
crlibreall	gen_xml_nc	emisor_nombre		true	./api/contrib/crlibreall/module.php
crlibreall	gen_xml_nc	emisor_num_identif		true	./api/contrib/crlibreall/module.php
crlibreall	gen_xml_nc	emisor_otras_senas		false	./api/contrib/crlibreall/module.php
crlibreall	gen_xml_nc	emisor_provincia		false	./api/contrib/crlibreall/module.php
crlibreall	gen_xml_nc	emisor_tel		false	./api/contrib/crlibreall/module.php
crlibreall	gen_xml_nc	emisor_tipo_indetif		true	./api/contrib/crlibreall/module.php
crlibreall	gen_xml_nc	fecha		true	./api/contrib/crlibreall/module.php
crlibreall	gen_xml_nc	fecha_emision		true	./api/contrib/crlibreall/module.php
crlibreall	gen_xml_nc	grant_type		true	./api/contrib/crlibreall/module.php
crlibreall	gen_xml_nc	inXml		false	./api/contrib/crlibreall/module.php
crlibreall	gen_xml_nc	infoRefeCodigo		true	./api/contrib/crlibreall/module.php
crlibreall	gen_xml_nc	infoRefeFechaEmision		true	./api/contrib/crlibreall/module.php
crlibreall	gen_xml_nc	infoRefeNumero		true	./api/contrib/crlibreall/module.php
crlibreall	gen_xml_nc	infoRefeRazon		true	./api/contrib/crlibreall/module.php
crlibreall	gen_xml_nc	infoRefeTipoDoc		true	./api/contrib/crlibreall/module.php
crlibreall	gen_xml_nc	medio_pago		true	./api/contrib/crlibreall/module.php
crlibreall	gen_xml_nc	nombre_comercial		true	./api/contrib/crlibreall/module.php
crlibreall	gen_xml_nc	omitir_receptor	false	false	./api/contrib/crlibreall/module.php
crlibreall	gen_xml_nc	otros		true	./api/contrib/crlibreall/module.php
crlibreall	gen_xml_nc	p12Url		true	./api/contrib/crlibreall/module.php
crlibreall	gen_xml_nc	password		true	./api/contrib/crlibreall/module.php
crlibreall	gen_xml_nc	pinP12		true	./api/contrib/crlibreall/module.php
crlibreall	gen_xml_nc	plazo_credito	0	false	./api/contrib/crlibreall/module.php
crlibreall	gen_xml_nc	receptor_barrio		false	./api/contrib/crlibreall/module.php
crlibreall	gen_xml_nc	receptor_canton		false	./api/contrib/crlibreall/module.php
crlibreall	gen_xml_nc	receptor_cod_pais_fax		false	./api/contrib/crlibreall/module.php
crlibreall	gen_xml_nc	receptor_cod_pais_tel		false	./api/contrib/crlibreall/module.php
crlibreall	gen_xml_nc	receptor_distrito		false	./api/contrib/crlibreall/module.php
crlibreall	gen_xml_nc	receptor_email		false	./api/contrib/crlibreall/module.php
crlibreall	gen_xml_nc	receptor_fax		false	./api/contrib/crlibreall/module.php
crlibreall	gen_xml_nc	receptor_nombre		false	./api/contrib/crlibreall/module.php
crlibreall	gen_xml_nc	receptor_num_identif		false	./api/contrib/crlibreall/module.php
crlibreall	gen_xml_nc	receptor_provincia		false	./api/contrib/crlibreall/module.php
crlibreall	gen_xml_nc	receptor_tel		false	./api/contrib/crlibreall/module.php
crlibreall	gen_xml_nc	receptor_tipo_identif		false	./api/contrib/crlibreall/module.php
crlibreall	gen_xml_nc	recp_numeroIdentificacion		true	./api/contrib/crlibreall/module.php
crlibreall	gen_xml_nc	recp_tipoIdentificacion		true	./api/contrib/crlibreall/module.php
crlibreall	gen_xml_nc	tipo_cambio		true	./api/contrib/crlibreall/module.php
crlibreall	gen_xml_nc	tipodoc		true	./api/contrib/crlibreall/module.php
crlibreall	gen_xml_nc	token		true	./api/contrib/crlibreall/module.php
crlibreall	gen_xml_nc	total_comprobante		true	./api/contrib/crlibreall/module.php
crlibreall	gen_xml_nc	total_descuentos		true	./api/contrib/crlibreall/module.php
crlibreall	gen_xml_nc	total_exentos		true	./api/contrib/crlibreall/module.php
crlibreall	gen_xml_nc	total_gravados		true	./api/contrib/crlibreall/module.php
crlibreall	gen_xml_nc	total_impuestos		true	./api/contrib/crlibreall/module.php
crlibreall	gen_xml_nc	total_merc_exenta		true	./api/contrib/crlibreall/module.php
crlibreall	gen_xml_nc	total_merc_gravada		true	./api/contrib/crlibreall/module.php
crlibreall	gen_xml_nc	total_serv_exentos		true	./api/contrib/crlibreall/module.php
crlibreall	gen_xml_nc	total_serv_gravados		true	./api/contrib/crlibreall/module.php
crlibreall	gen_xml_nc	total_ventas		true	./api/contrib/crlibreall/module.php
crlibreall	gen_xml_nc	total_ventas_neta		true	./api/contrib/crlibreall/module.php
crlibreall	gen_xml_nc	username		true	./api/contrib/crlibreall/module.php
crypto	desencrypt	textDesEncrypt	0	false	./api/modules/crypto/module.php
crypto	encrypt	textEncrypt		true	./api/modules/crypto/module.php
ejemplo	un_usuario	apellido		true	./api/contrib/ejemplo/module.php
ejemplo	un_usuario	nombre		true	./api/contrib/ejemplo/module.php
facturador	addInventaryProduct	cantidadImpuesto		false	./api/contrib/facturador/module.php
facturador	addInventaryProduct	codigoBarras		false	./api/contrib/facturador/module.php
facturador	addInventaryProduct	descripcion		false	./api/contrib/facturador/module.php
facturador	addInventaryProduct	disponible		false	./api/contrib/facturador/module.php
facturador	addInventaryProduct	idImpuesto		false	./api/contrib/facturador/module.php
facturador	addInventaryProduct	idMasterUser		false	./api/contrib/facturador/module.php
facturador	addInventaryProduct	nombre		false	./api/contrib/facturador/module.php
facturador	addInventaryProduct	precioVenta		false	./api/contrib/facturador/module.php
facturador	addInventaryProduct	sucursal		false	./api/contrib/facturador/module.php
facturador	addInventaryProduct	unidadMedida		false	./api/contrib/facturador/module.php
facturador	addSucursales	nombreSucursal		true	./api/contrib/facturador/module.php
facturador	addSucursales	numeroSucursal		true	./api/contrib/facturador/module.php
facturador	add_companny_reciver	copiasCorreo		false	./api/contrib/facturador/module.php
facturador	add_companny_reciver	correoPrincipal		false	./api/contrib/facturador/module.php
facturador	add_companny_reciver	idBarrio		true	./api/contrib/facturador/module.php
facturador	add_companny_reciver	idCanton		true	./api/contrib/facturador/module.php
facturador	add_companny_reciver	idDistrito		true	./api/contrib/facturador/module.php
facturador	add_companny_reciver	idMasterUser		true	./api/contrib/facturador/module.php
facturador	add_companny_reciver	idProvincia		true	./api/contrib/facturador/module.php
facturador	add_companny_reciver	nombreCliente		true	./api/contrib/facturador/module.php
facturador	add_companny_reciver	nombreComercial		true	./api/contrib/facturador/module.php
facturador	add_companny_reciver	numeroCedula		true	./api/contrib/facturador/module.php
facturador	add_companny_reciver	numeroFax		false	./api/contrib/facturador/module.php
facturador	add_companny_reciver	otrasSenas		true	./api/contrib/facturador/module.php
facturador	add_companny_reciver	telefono		false	./api/contrib/facturador/module.php
facturador	add_companny_reciver	tipoCedula		true	./api/contrib/facturador/module.php
facturador	add_terminal	idSucursal		true	./api/contrib/facturador/module.php
facturador	add_terminal	nombreTerminal		true	./api/contrib/facturador/module.php
facturador	add_terminal	numeroTerminal		true	./api/contrib/facturador/module.php
facturador	compannyUpdateInformation	cedula		false	./api/contrib/facturador/module.php
facturador	compannyUpdateInformation	codigoPais		true	./api/contrib/facturador/module.php
facturador	compannyUpdateInformation	email		true	./api/contrib/facturador/module.php
facturador	compannyUpdateInformation	fax		false	./api/contrib/facturador/module.php
facturador	compannyUpdateInformation	idMasterUser		true	./api/contrib/facturador/module.php
facturador	compannyUpdateInformation	nombre		true	./api/contrib/facturador/module.php
facturador	compannyUpdateInformation	nombreComercial		true	./api/contrib/facturador/module.php
facturador	compannyUpdateInformation	telefono		true	./api/contrib/facturador/module.php
facturador	compannyUpdateInformation	tipoCedula		false	./api/contrib/facturador/module.php
facturador	compannyUpdateLocation	idBarrio		true	./api/contrib/facturador/module.php
facturador	compannyUpdateLocation	idCanton		true	./api/contrib/facturador/module.php
facturador	compannyUpdateLocation	idDistrito		true	./api/contrib/facturador/module.php
facturador	compannyUpdateLocation	idMasterUser		true	./api/contrib/facturador/module.php
facturador	compannyUpdateLocation	idProvincia		true	./api/contrib/facturador/module.php
facturador	compannyUpdateLocation	sennas		true	./api/contrib/facturador/module.php
facturador	compannyUpdateTipoCambio	idMasterUser		true	./api/contrib/facturador/module.php
facturador	compannyUpdateTipoCambio	tipoCambio		true	./api/contrib/facturador/module.php
facturador	companny_add_master_Consecutive	idMasterUser		true	./api/contrib/facturador/module.php
facturador	companny_add_master_Consecutive	idUser		true	./api/contrib/facturador/module.php
facturador	companny_add_voucher	clave		true	./api/contrib/facturador/module.php
facturador	companny_add_voucher	consecutivo		true	./api/contrib/facturador/module.php
facturador	companny_add_voucher	env		true	./api/contrib/facturador/module.php
facturador	companny_add_voucher	estado		true	./api/contrib/facturador/module.php
facturador	companny_add_voucher	idMasterUser		true	./api/contrib/facturador/module.php
